entry_time,ticker,direction,influence_score,net_return,pnl,relevance_score,signal_sense,signal_reason,tweet_text
2025-03-12 04:00:25,USO,SHORT,-0.005,1.9168,215.88,0.2,MARGINAL,sentiment_analysis,"The price of eggs have come down, interest rates have come down, gasoline prices have come down???It''s all coming down! We''re doing it the right way, and I have tremendous confidence in this Country"
2025-03-13 04:00:01,DIA,LONG,0.005,-0.6515,-59.11,0.3,MARGINAL,sentiment_analysis,"Kevin Hassett: ""The economic news we''ve been seeing is really wonderful. It''s way above expectations of economists...10,000 manufacturing jobs, 9,000 auto jobs...The lowest core inflation in four ye"
2025-03-13 04:00:00,SPY,LONG,0.005,-0.6719,-151.98,0.2,MARGINAL,sentiment_analysis,"Kevin Hassett: ""The economic news we''ve been seeing is really wonderful. It''s way above expectations of economists...10,000 manufacturing jobs, 9,000 auto jobs...The lowest core inflation in four ye"
2025-03-12 04:00:00,TLT,SHORT,-0.005,-0.2698,-40.61,0.2,MARGINAL,sentiment_analysis,"The price of eggs have come down, interest rates have come down, gasoline prices have come down???It''s all coming down! We''re doing it the right way, and I have tremendous confidence in this Country"
2025-03-12 04:01:22,IEF,SHORT,-0.005,-0.1217,-18.31,0.2,MARGINAL,sentiment_analysis,"The price of eggs have come down, interest rates have come down, gasoline prices have come down???It''s all coming down! We''re doing it the right way, and I have tremendous confidence in this Country"
2025-03-13 12:56:36,USO,SHORT,-0.0015,-0.0619,-6.98,0.2,MARGINAL,sentiment_analysis,"The Globalist Wall Street Journal has no idea what they are doing or saying. They are owned by the polluted thinking of the European Union, which was formed for the primary purpose of ???screwing??? t"
2025-03-13 12:56:32,SPY,SHORT,-0.0015,2.5246,142.42,0.4,GOOD,sentiment_analysis,"The Globalist Wall Street Journal has no idea what they are doing or saying. They are owned by the polluted thinking of the European Union, which was formed for the primary purpose of ???screwing??? t"
2025-03-13 12:56:32,TLT,LONG,0.00175,0.4331,24.47,0.2,MARGINAL,sentiment_analysis,"The Globalist Wall Street Journal has no idea what they are doing or saying. They are owned by the polluted thinking of the European Union, which was formed for the primary purpose of ???screwing??? t"
2025-03-13 12:56:56,IEF,LONG,0.00175,-0.0623,-7.04,0.2,MARGINAL,sentiment_analysis,"The Globalist Wall Street Journal has no idea what they are doing or saying. They are owned by the polluted thinking of the European Union, which was formed for the primary purpose of ???screwing??? t"
2025-03-10 09:32:35,UUP,LONG,0.005,-0.3621,-163.71,0.2,MARGINAL,sentiment_analysis,"As I made clear during my Joint Address to Congress, the United States strongly supports the people of Greenland???s right to determine their own future. We will continue to KEEP YOU SAFE, as we have "
2025-01-30 04:05:36,SHY,SHORT,-0.005,0.0987,5.94,0.2,MARGINAL,sentiment_analysis,"Because Jay Powell and the Fed failed to stop the problem they created with Inflation, I will do it by unleashing American Energy production, slashing Regulation, rebalancing International Trade, and "
2025-03-18 09:31:29,USO,LONG,0.005,-1.7846,-805.45,0.2,MARGINAL,sentiment_analysis,"After years of being held captive by Environmental Extremists, Lunatics, Radicals, and Thugs, allowing other Countries, in particular China, to gain tremendous Economic advantage over us by opening up"
2025-03-13 11:58:49,DIA,LONG,0.005,1.6854,1507.8,0.4,GOOD,sentiment_analysis,"The European Union, one of the most hostile and abusive taxing and tariffing authorities in the World, which was formed for the sole purpose of taking advantage of the United States, has just put a na"
2025-03-18 04:00:00,TLT,LONG,0.005,0.797,36.25,0.4,GOOD,sentiment_analysis,"I am pleased to announce that Michelle ???Miki??? Bowman will be the Federal Reserve???s new Vice Chair of Supervision. Miki has been serving honorably on the Fed???s Board of Governors since 2018, an"
2025-03-18 04:00:00,SPY,LONG,0.005,0.5291,24.08,0.3,MARGINAL,sentiment_analysis,"I am pleased to announce that Michelle ???Miki??? Bowman will be the Federal Reserve???s new Vice Chair of Supervision. Miki has been serving honorably on the Fed???s Board of Governors since 2018, an"
2025-03-18 04:02:59,IEF,LONG,0.005,0.5127,46.67,0.4,GOOD,sentiment_analysis,"I am pleased to announce that Michelle ???Miki??? Bowman will be the Federal Reserve???s new Vice Chair of Supervision. Miki has been serving honorably on the Fed???s Board of Governors since 2018, an"
2025-03-20 04:00:00,SPY,LONG,0.005,-1.119,-63.69,0.2,MARGINAL,sentiment_analysis,"America First Patriot Randy Fine is running to represent the Great People of Florida???s 6th Congressional District! A highly successful, Harvard educated businessman, and greatly respected State Legi"
2025-02-28 10:31:21,NVDA,LONG,0.005,-3.9663,-451.22,0.4,GOOD,sentiment_analysis,"I am pleased to nominate Paul Dabbar to be United States Deputy Secretary of Commerce. Paul will work closely with our Great Secretary of Commerce, Howard Lutnick, to bring back American Leadership in"
2025-03-11 15:27:50,AMD,LONG,0.005,9.8955,8961.41,0.2,MARGINAL,sentiment_analysis,"Why would our Country allow another Country to supply us with electricity, even for a small area? Who made these decisions, and why? And can you imagine Canada stooping so low as to use ELECTRICITY, t"
2025-02-28 10:31:26,QCOM,LONG,0.005,0.1836,22.84,0.3,MARGINAL,sentiment_analysis,"I am pleased to nominate Paul Dabbar to be United States Deputy Secretary of Commerce. Paul will work closely with our Great Secretary of Commerce, Howard Lutnick, to bring back American Leadership in"
2025-03-18 04:32:43,UUP,LONG,0.005,0.479,47.69,0.3,MARGINAL,sentiment_analysis,"I am pleased to announce that Michelle ???Miki??? Bowman will be the Federal Reserve???s new Vice Chair of Supervision. Miki has been serving honorably on the Fed???s Board of Governors since 2018, an"
2025-03-20 04:02:59,USO,LONG,0.005,1.6319,162.69,0.3,MARGINAL,sentiment_analysis,"America First Patriot Randy Fine is running to represent the Great People of Florida???s 6th Congressional District! A highly successful, Harvard educated businessman, and greatly respected State Legi"
2025-03-20 15:23:03,DIA,LONG,0.005,-0.1729,-17.25,0.5,GOOD,sentiment_analysis,Financial Times: ???The huge spending projection from the world???s most valuable semiconductor group (Nvidia) follows multibillion-dollar US investment plans announced by other technology companies i
2025-03-20 04:00:00,TLT,LONG,0.005,-0.1194,-7.44,0.2,MARGINAL,sentiment_analysis,"America First Patriot Randy Fine is running to represent the Great People of Florida???s 6th Congressional District! A highly successful, Harvard educated businessman, and greatly respected State Legi"
2025-03-20 18:54:19,USO,LONG,0.0015,-0.9453,-157.13,0.2,MARGINAL,sentiment_analysis,"Senator Jim Risch is doing a tremendous job representing the incredible people of Idaho, a State I love, and WON BIG, in 2016, 2020, and 2024!??As the Chair of the Senate Foreign Relations Committee, "
2025-03-20 04:01:24,IEF,LONG,0.005,0.1588,19.76,0.2,MARGINAL,sentiment_analysis,"America First Patriot Randy Fine is running to represent the Great People of Florida???s 6th Congressional District! A highly successful, Harvard educated businessman, and greatly respected State Legi"
2025-03-20 15:22:52,NVDA,LONG,0.005,-0.7866,-156.68,0.6,GOOD,sentiment_analysis,Financial Times: ???The huge spending projection from the world???s most valuable semiconductor group (Nvidia) follows multibillion-dollar US investment plans announced by other technology companies i
2025-03-20 15:24:01,UUP,LONG,0.005,0.3007,29.9,0.3,MARGINAL,sentiment_analysis,Financial Times: ???The huge spending projection from the world???s most valuable semiconductor group (Nvidia) follows multibillion-dollar US investment plans announced by other technology companies i
2025-03-17 14:13:38,EWW,LONG,0.005,-2.2805,-1134.16,0.3,MARGINAL,sentiment_analysis,"Border Patrol Council President Paul Perez: ""It''s amazing what the policies of President Trump have done. Remain-in-Mexico, ending catch-and-release ??? it''s something President Biden could have don"
2025-03-20 19:02:55,DIA,LONG,0.00175,1.2186,199.71,0.2,MARGINAL,sentiment_analysis,"Senator Jim Risch is doing a tremendous job representing the incredible people of Idaho, a State I love, and WON BIG, in 2016, 2020, and 2024!??As the Chair of the Senate Foreign Relations Committee, "
2025-03-24 11:31:35,USO,LONG,0.005,0.643,316.77,0.2,MARGINAL,sentiment_analysis,"Jimmy Patronis, Chief Financial Officer and Fire Marshall for the Great State of Florida, is running an incredible Campaign for Congress in Florida???s 1st Congressional District! A fourth generation "
2025-03-25 09:31:23,USO,LONG,0.005,0.1327,65.58,0.2,MARGINAL,sentiment_analysis,"BREAKING???LEE ZELDIN: ???EPA is initiating 31 historic actions to Power the Great American Comeback in the greatest day of deregulation in American history! Our actions will unleash energy dominance,"
2025-03-20 18:47:59,SPY,LONG,0.0015,0.2013,33.18,0.2,MARGINAL,sentiment_analysis,"Senator Jim Risch is doing a tremendous job representing the incredible people of Idaho, a State I love, and WON BIG, in 2016, 2020, and 2024!??As the Chair of the Senate Foreign Relations Committee, "
2025-03-24 11:31:32,DIA,LONG,0.005,-0.5574,-275.76,0.4,GOOD,sentiment_analysis,"Jimmy Patronis, Chief Financial Officer and Fire Marshall for the Great State of Florida, is running an incredible Campaign for Congress in Florida???s 1st Congressional District! A fourth generation "
2025-03-26 15:40:22,USO,SHORT,-0.005,-0.332,-163.81,0.2,MARGINAL,sentiment_analysis,???U.S. natural gas production is at an all-time high today...I was down a few weeks ago at a brand-new LNG export terminal in Louisiana coming online???We''ve approved four more within the first 100 
2025-03-27 09:31:22,SPY,LONG,0.005,-0.1294,-63.72,0.2,MARGINAL,sentiment_analysis,I am pleased to announce the appointment of Brandon Beach as the next Treasurer of the United States. Brandon helped us secure a Massive and Historic Victory for our Movement in the Great State of Geo
2025-03-27 09:31:30,USO,LONG,0.000667,0.4421,27.19,0.2,MARGINAL,sentiment_analysis,"Senator Cynthia Lummis is an America First Warrior for the Wonderful People of Wyoming!??As the Chair of the Senate Banking Subcommittee on Digital Assets, Cynthia is working closely with me to make A"
2025-03-27 15:00:07,UUP,SHORT,-0.005,-0.3775,-185.85,0.2,MARGINAL,sentiment_analysis,"Whatever happened to the $8,000,000 given by our ???government??? to Radical Left Politico magazine, or whatever you would call it. Owned by wealthy guys, this money should be taken back by DOGE, ASAP"
2025-03-27 18:25:27,USO,LONG,0.005,-0.1989,-48.86,0.2,MARGINAL,sentiment_analysis,"As we advance our America First Agenda, it is essential that we maintain EVERY Republican Seat in Congress. We must be unified to accomplish our Mission, and Elise Stefanik has been a vital part of ou"
2025-03-31 09:31:19,USO,SHORT,-0.005,2.4923,1224.15,0.2,MARGINAL,sentiment_analysis,"Kristen Welker???s entire first half hour of the Lowly Rated Meet the Fake Press this morning, was devoted to the boring Signal Witch Hunt. She doesn???t want to talk in detail about anything that mat"
2025-03-31 09:31:21,DIA,LONG,0.005,0.8846,439.9,0.4,GOOD,sentiment_analysis,"Jimmy Patronis, Chief Financial Officer and Fire Marshall for the Great State of Florida, is running an incredible Campaign for Congress in Florida???s 1st Congressional District! A fourth generation "
2025-03-31 13:32:01,DIA,LONG,0.005,0.1568,39.17,0.4,GOOD,sentiment_analysis,"RT @realDonaldTrumpJimmy Patronis, Chief Financial Officer and Fire Marshall for the Great State of Florida, is running an incredible Campaign for Congress in Florida???s 1st Congressional District! A"
2025-03-31 13:31:52,USO,LONG,0.005,0.2836,47.23,0.2,MARGINAL,sentiment_analysis,"RT @realDonaldTrumpAmerica First Patriot Randy Fine is running to represent the Wonderful People of Florida???s 6th Congressional District! A highly successful, Harvard educated businessman, and great"
2025-04-01 09:31:19,DIA,LONG,0.005,0.2619,65.45,0.2,MARGINAL,sentiment_analysis,"???IN A VICTORY FOR AUTOWORKERS, AUTO TARIFFS MARK THE BEGINNING OF THE END OF NAFTA AND THE ???FREE TRADE??? DISASTER???"
2025-03-31 04:04:40,UUP,LONG,0.005,0.1657,82.89,0.2,MARGINAL,sentiment_analysis,"Today, President Donald J. Trump and Skadden, Arps, Slate, Meagher Flom LLP announce the following agreement regarding a series of actions to be taken by Skadden:1. Skadden will provide a total of at "
2025-04-02 04:35:03,UUP,LONG,0.005,-0.4476,-224.13,0.2,MARGINAL,sentiment_analysis,"Today, President Donald J. Trump and Willkie Farr Gallagher LLP (???Willkie???) announce the following agreement regarding a series of actions to be taken by Willkie:1. Willkie will provide a total of"
2025-04-01 13:56:12,USO,LONG,0.0015,-2.4915,-1244.65,0.2,MARGINAL,sentiment_analysis,"America First Patriot Randy Fine is running to represent the Wonderful People of Florida???s 6th Congressional District! A highly successful, Harvard educated businessman, and greatly respected State "
2025-03-27 18:13:15,SPY,LONG,0.005,-10.5079,-2591.95,0.2,MARGINAL,sentiment_analysis,"As we advance our America First Agenda, it is essential that we maintain EVERY Republican Seat in Congress. We must be unified to accomplish our Mission, and Elise Stefanik has been a vital part of ou"
2025-03-21 11:26:50,IEF,LONG,0.000667,1.469,1411.34,0.3,MARGINAL,sentiment_analysis,"???Elon Musk will be briefed by the Pentagon about the USA???s top secret plans against China should there be a War,???according to the Failing New York Times, one of the worst and most purposely inac"
2025-04-03 04:01:31,USO,LONG,0.005,-10.3763,-5057.69,0.2,MARGINAL,sentiment_analysis,"Speaker of the House Mike Johnson and Senate Majority Leader John Thune have been working tirelessly on taking the next step to pass the plan for our ONE, BIG, BEAUTIFUL BILL, as it is known, as well "
2025-03-18 06:37:24,SHY,LONG,0.005,0.4512,41.71,0.3,MARGINAL,sentiment_analysis,"I am pleased to announce that Michelle ???Miki??? Bowman will be the Federal Reserve???s new Vice Chair of Supervision. Miki has been serving honorably on the Fed???s Board of Governors since 2018, an"
2025-04-01 13:56:57,DIA,LONG,0.005,-8.6337,-1995.89,0.4,GOOD,sentiment_analysis,"Jimmy Patronis, Chief Financial Officer and Fire Marshall for the Great State of Florida, is running an incredible Campaign for Congress in Florida???s 1st Congressional District! A fourth generation "
2025-04-04 15:09:03,SPY,LONG,0.000556,-3.9621,-716.93,0.3,MARGINAL,sentiment_analysis,"This would be a PERFECT time for Fed Chairman Jerome Powell to cut Interest Rates. He is always ???late,??? but he could now change his image, and quickly. Energy prices are down, Interest Rates are d"
2025-04-04 17:36:13,DIA,LONG,0.005,-3.0954,-1389.18,0.2,MARGINAL,sentiment_analysis,"My Administration has been working very hard on a Deal to SAVE TIKTOK, and we have made tremendous progress. The Deal requires more work to ensure all necessary approvals are signed, which is why I am"
2025-04-07 09:32:52,UUP,LONG,0.000667,0.2431,53.72,0.2,MARGINAL,sentiment_analysis,"China has been hit much harder than the USA, not even close. They, and many other nations, have treated us unsustainably badly. We have been the dumb and helpless ???whipping post,??? but not any long"
2025-04-04 15:09:07,TLT,LONG,0.001,-2.7697,-122.45,0.5,GOOD,sentiment_analysis,"This would be a PERFECT time for Fed Chairman Jerome Powell to cut Interest Rates. He is always ???late,??? but he could now change his image, and quickly. Energy prices are down, Interest Rates are d"
2025-04-04 15:09:08,USO,LONG,0.000667,-1.734,-153.11,0.3,MARGINAL,sentiment_analysis,"This would be a PERFECT time for Fed Chairman Jerome Powell to cut Interest Rates. He is always ???late,??? but he could now change his image, and quickly. Energy prices are down, Interest Rates are d"
2025-04-04 15:09:07,IEF,LONG,0.000889,-0.8663,-38.18,0.5,GOOD,sentiment_analysis,"This would be a PERFECT time for Fed Chairman Jerome Powell to cut Interest Rates. He is always ???late,??? but he could now change his image, and quickly. Energy prices are down, Interest Rates are d"
2025-04-07 09:31:20,SPY,LONG,0.005,2.6688,587.85,0.2,MARGINAL,sentiment_analysis,"Big business is not worried about the Tariffs, because they know they are here to stay, but they are focused on the BIG, BEAUTIFUL DEAL, which will SUPERCHARGE our Economy. Very important. Going on ri"
2025-04-04 15:10:43,SHY,LONG,0.000667,-0.0704,-6.24,0.4,GOOD,sentiment_analysis,"This would be a PERFECT time for Fed Chairman Jerome Powell to cut Interest Rates. He is always ???late,??? but he could now change his image, and quickly. Energy prices are down, Interest Rates are d"
2025-04-07 10:49:13,SPY,LONG,0.00024,-0.2103,-3.11,0.3,MARGINAL,sentiment_analysis,"Oil prices are down, interest rates are down (the slow moving Fed should cut rates!), food prices are down, there is NO INFLATION, and the long time abused USA is bringing in Billions of Dollars a wee"
2025-04-07 09:31:20,DIA,LONG,0.005,1.458,323.26,0.2,MARGINAL,sentiment_analysis,"Big business is not worried about the Tariffs, because they know they are here to stay, but they are focused on the BIG, BEAUTIFUL DEAL, which will SUPERCHARGE our Economy. Very important. Going on ri"
2025-04-07 10:49:13,TLT,LONG,0.00036,-0.3329,-4.94,0.3,MARGINAL,sentiment_analysis,"Oil prices are down, interest rates are down (the slow moving Fed should cut rates!), food prices are down, there is NO INFLATION, and the long time abused USA is bringing in Billions of Dollars a wee"
2025-04-07 10:49:13,USO,LONG,0.00024,-0.4698,-6.97,0.5,GOOD,sentiment_analysis,"Oil prices are down, interest rates are down (the slow moving Fed should cut rates!), food prices are down, there is NO INFLATION, and the long time abused USA is bringing in Billions of Dollars a wee"
2025-04-07 10:50:07,SHY,LONG,0.00024,-0.0194,-1.44,0.2,MARGINAL,sentiment_analysis,"Oil prices are down, interest rates are down (the slow moving Fed should cut rates!), food prices are down, there is NO INFLATION, and the long time abused USA is bringing in Billions of Dollars a wee"
2025-04-07 10:49:13,IEF,LONG,0.00032,-0.0913,-1.35,0.3,MARGINAL,sentiment_analysis,"Oil prices are down, interest rates are down (the slow moving Fed should cut rates!), food prices are down, there is NO INFLATION, and the long time abused USA is bringing in Billions of Dollars a wee"
2025-04-07 10:49:13,UUP,LONG,0.00032,0.1738,2.58,0.5,GOOD,sentiment_analysis,"Oil prices are down, interest rates are down (the slow moving Fed should cut rates!), food prices are down, there is NO INFLATION, and the long time abused USA is bringing in Billions of Dollars a wee"
2025-04-07 12:30:57,USO,LONG,0.00024,-0.3325,-26.89,0.5,GOOD,sentiment_analysis,"Oil prices are down, interest rates are down (the slow moving Fed should cut rates!), food prices are down, there is NO INFLATION, and the long time abused USA is bringing in Billions of Dollars a wee"
2025-04-07 12:30:56,DIA,LONG,0.005,0.2887,9.55,0.2,MARGINAL,sentiment_analysis,"Big business is not worried about the Tariffs, because they know they are here to stay, but they are focused on the BIG, BEAUTIFUL DEAL, which will SUPERCHARGE our Economy. Very important. Going on ri"
2025-04-07 12:31:31,UUP,LONG,0.00032,-0.1785,-19.85,0.5,GOOD,sentiment_analysis,"Oil prices are down, interest rates are down (the slow moving Fed should cut rates!), food prices are down, there is NO INFLATION, and the long time abused USA is bringing in Billions of Dollars a wee"
2025-04-07 12:30:56,SPY,LONG,0.000556,-1.1503,-37.87,0.3,MARGINAL,sentiment_analysis,"This would be a PERFECT time for Fed Chairman Jerome Powell to cut Interest Rates. He is always ???late,??? but he could now change his image, and quickly. Energy prices are down, Interest Rates are d"
2025-04-01 09:31:26,EWW,LONG,0.005,-6.3886,-1420.22,0.4,GOOD,sentiment_analysis,"???IN A VICTORY FOR AUTOWORKERS, AUTO TARIFFS MARK THE BEGINNING OF THE END OF NAFTA AND THE ???FREE TRADE??? DISASTER???"
2025-04-08 13:09:50,UUP,LONG,0.005,-0.9814,-143.13,0.3,MARGINAL,sentiment_analysis,"I just had a great call with the Acting President of South Korea. We talked about their tremendous and unsustainable Surplus, Tariffs, Shipbuilding, large scale purchase of U.S. LNG, their joint ventu"
2025-04-08 13:09:02,USO,LONG,0.005,-4.684,-1022.97,0.4,GOOD,sentiment_analysis,"I just had a great call with the Acting President of South Korea. We talked about their tremendous and unsustainable Surplus, Tariffs, Shipbuilding, large scale purchase of U.S. LNG, their joint ventu"
2025-04-09 11:45:04,DIA,LONG,0.005,5.7654,1244.41,0.4,GOOD,sentiment_analysis,"This is a GREAT time to move your COMPANY into the United States of America, like Apple, and so many others, in record numbers, are doing. ZERO TARIFFS, and almost immediate Electrical/Energy hook ups"
2025-04-09 13:25:52,DIA,LONG,0.005,2.6345,1153.64,0.2,MARGINAL,sentiment_analysis,"???Fixing Trade and Tariffs is a good thing!??? Jamie Dimon, JPMorgan Chase, Chairman CEO, on Maria B Show!::"
2025-04-09 09:31:22,UUP,LONG,0.005,0.625,184.86,0.2,MARGINAL,sentiment_analysis,"I had a very good meeting today with the Speaker of the House and some of our more Conservative Members, all great people. I let them know that, I AM FOR MAJOR SPENDING CUTS! WE ARE GOING TO DO REDUCT"
2025-04-09 11:45:04,USO,LONG,0.005,6.8431,1521.21,0.2,MARGINAL,sentiment_analysis,"This is a GREAT time to move your COMPANY into the United States of America, like Apple, and so many others, in record numbers, are doing. ZERO TARIFFS, and almost immediate Electrical/Energy hook ups"
2025-04-09 09:31:21,EWW,LONG,0.005,4.2204,1272.3,0.2,MARGINAL,sentiment_analysis,"Last month, we officially designated Tren de Aragua, MS-13 and the Mexican drug cartels as foreign terrorist organizations???and thanks to the Supreme Court yesterday...we will continue to deport thes"
2025-04-11 04:43:13,EWW,LONG,0.005,1.8849,576.23,0.2,MARGINAL,sentiment_analysis,"Senator Pete Ricketts is doing a terrific job for the People of Nebraska! Pete is working hard to Champion our Great Farmers and American Agriculture, Stop Illegal Immigration and Migrant Crime, Cut T"
2025-03-20 15:22:50,AMD,LONG,0.005,-9.2809,-1713.04,0.4,GOOD,sentiment_analysis,Financial Times: ???The huge spending projection from the world???s most valuable semiconductor group (Nvidia) follows multibillion-dollar US investment plans announced by other technology companies i
2025-04-11 17:16:31,UUP,LONG,0.005,0.2192,22.09,0.2,MARGINAL,sentiment_analysis,"Today, President Donald J. Trump and Kirkland Ellis LLP, Allen Overy Shearman Sterling US LLP, Simpson Thacher Bartlett LLP, and Latham Watkins LLP (the ???Law Firms???) announce the following agreeme"
2025-04-14 14:52:07,NVDA,LONG,0.005,0.424,384.09,0.3,MARGINAL,sentiment_analysis,???NVIDIA to Manufacture American-Made AI Supercomputers in US for First Time???
2025-04-14 09:31:51,UUP,SHORT,-0.005,-0.217,-65.81,0.2,MARGINAL,sentiment_analysis,"Almost every week, 60 Minutes, which is being sued for Billions of Dollars for the fraud they committed in the 2024 Presidential Election with their Interview of Failed Presidential Candidate Kamala H"
2025-04-09 09:31:17,SPY,LONG,0.005,9.017,4098.94,0.2,MARGINAL,sentiment_analysis,"I???m proud to be the President for the workers, not the outsourcers; the President who stands up for Main Street, not Wall Street; who protects the middle class, not the political class; and who defe"
2025-04-15 11:37:21,UUP,LONG,0.005,0.2466,39.04,0.2,MARGINAL,sentiment_analysis,"NVIDIA COMMITS 500 BILLION DOLLARS TO BUILD A.I. SUPERCOMPUTERS, PLUS, IN THE UNITED STATES, EXCLUSIVELY. This is very big and exciting news. All necessary permits will be expedited and quickly delive"
2025-04-15 14:46:18,SPY,LONG,0.005,-1.268,-301.33,0.2,MARGINAL,sentiment_analysis,"Our farmers are GREAT, but because of their GREATNESS, they are always put on the Front Line with our adversaries, such as China, whenever there is a Trade negotiation or, in this case, a Trade War. T"
2025-04-11 04:00:00,USO,LONG,0.00216,1.8756,592.39,0.2,MARGINAL,sentiment_analysis,"I am proud to once again endorse Texas Lieutenant Governor, Dan Patrick, for Re-Election.??As Texas Chair of our Presidential Campaigns in 2016, 2020, and 2024, Dan has been an incredible friend to ou"
2025-04-16 09:31:20,SPY,SHORT,-0.005,-0.7856,-187.26,0.2,MARGINAL,sentiment_analysis,"The United States is taking in RECORD NUMBERS in Tariffs, with the cost of almost all products going down, including gasoline, groceries, and just about everything else. Likewise, INFLATION is down. P"
2025-04-16 09:31:46,USO,SHORT,-0.005,2.283,362.07,0.3,MARGINAL,sentiment_analysis,"The United States is taking in RECORD NUMBERS in Tariffs, with the cost of almost all products going down, including gasoline, groceries, and just about everything else. Likewise, INFLATION is down. P"
2025-04-07 12:30:56,TLT,LONG,0.001,-2.8224,-99.8,0.5,GOOD,sentiment_analysis,"This would be a PERFECT time for Fed Chairman Jerome Powell to cut Interest Rates. He is always ???late,??? but he could now change his image, and quickly. Energy prices are down, Interest Rates are d"
2025-04-07 12:31:11,IEF,LONG,0.00032,-0.9489,-82.29,0.3,MARGINAL,sentiment_analysis,"Oil prices are down, interest rates are down (the slow moving Fed should cut rates!), food prices are down, there is NO INFLATION, and the long time abused USA is bringing in Billions of Dollars a wee"
2025-04-07 12:31:02,SHY,LONG,0.000667,0.0217,1.88,0.4,GOOD,sentiment_analysis,"This would be a PERFECT time for Fed Chairman Jerome Powell to cut Interest Rates. He is always ???late,??? but he could now change his image, and quickly. Energy prices are down, Interest Rates are d"
2025-04-11 09:31:28,EWW,SHORT,-0.005,7.2947,2318.23,0.2,MARGINAL,sentiment_analysis,"Mexico OWES Texas 1.3 million acre-feet of water under the 1944 Water Treaty, but Mexico is unfortunately violating their Treaty obligation. This is very unfair, and it is hurting South Texas Farmers "
2025-04-15 14:52:18,UUP,LONG,0.005,-1.8614,-302.96,0.3,MARGINAL,sentiment_analysis,"Our farmers are GREAT, but because of their GREATNESS, they are always put on the Front Line with our adversaries, such as China, whenever there is a Trade negotiation or, in this case, a Trade War. T"
2025-04-17 10:12:21,SPY,SHORT,-0.005,-3.5299,-343.65,0.2,MARGINAL,sentiment_analysis,"The ECB is expected to cut interest rates for the 7th time, and yet, ???Too Late??? Jerome Powell of the Fed, who is always TOO LATE AND WRONG, yesterday issued a report which was another, and typical"
2025-04-17 10:12:29,TLT,SHORT,-0.005,-2.1473,-138.87,0.4,GOOD,sentiment_analysis,"The ECB is expected to cut interest rates for the 7th time, and yet, ???Too Late??? Jerome Powell of the Fed, who is always TOO LATE AND WRONG, yesterday issued a report which was another, and typical"
2025-04-17 10:12:25,USO,SHORT,-0.005,-0.9865,-63.71,0.4,GOOD,sentiment_analysis,"The ECB is expected to cut interest rates for the 7th time, and yet, ???Too Late??? Jerome Powell of the Fed, who is always TOO LATE AND WRONG, yesterday issued a report which was another, and typical"
2025-04-17 10:12:31,IEF,SHORT,-0.005,-0.6641,-42.86,0.4,GOOD,sentiment_analysis,"The ECB is expected to cut interest rates for the 7th time, and yet, ???Too Late??? Jerome Powell of the Fed, who is always TOO LATE AND WRONG, yesterday issued a report which was another, and typical"
2025-04-17 10:18:04,SHY,SHORT,-0.005,0.0618,3.99,0.3,MARGINAL,sentiment_analysis,"The ECB is expected to cut interest rates for the 7th time, and yet, ???Too Late??? Jerome Powell of the Fed, who is always TOO LATE AND WRONG, yesterday issued a report which was another, and typical"
2025-04-23 16:01:02,SPY,LONG,0.005,1.7023,1647.31,0.2,MARGINAL,sentiment_analysis,"Ukrainian President, Volodymyr Zelenskyy, is boasting on the front page of The Wall Street Journal that, ???Ukraine will not legally recognize the occupation of Crimea. There???s nothing to talk about"
2025-04-16 10:18:52,DIA,LONG,0.005,-0.3177,-104.24,0.2,MARGINAL,sentiment_analysis,"Japan is coming in today to negotiate Tariffs, the cost of military support, and ???TRADE FAIRNESS.??? I will attend the meeting, along with Treasury Commerce Secretaries. Hopefully something can be w"
2025-04-24 13:54:23,SPY,LONG,0.005,1.2101,396.57,0.2,MARGINAL,sentiment_analysis,"Rupert Murdoch has told me for years that he is going to get rid of his FoxNews, Trump Hating, Fake Pollster, but he has never done so. This ???pollster??? has gotten me, and MAGA, wrong for years. Al"
2025-04-25 17:56:45,DIA,LONG,0.005,0.3981,130.98,0.4,GOOD,sentiment_analysis,"Charles Payne, of Fox, is truly fantastic at what he does. He understands Tariffs, and he understands Life but, most importantly, he has been supportive of ???TRUMP??? right from the beginning ??? and"
2025-04-22 04:00:17,USO,LONG,0.005,-2.4811,-817.44,0.2,MARGINAL,sentiment_analysis,"Steve Daines is a Great Man, and TREMENDOUS Senator, representing the Fantastic People of Montana. I love Montana, won every one of my Races there by a landslide, and would only recommend the best to "
2025-04-28 12:36:41,USO,LONG,0.00216,0.2488,27.1,0.2,MARGINAL,sentiment_analysis,"Good luck to the Great people of Canada. Elect the man who has the strength and wisdom to cut your taxes in half, increase your military power, for free, to the highest level in the World, have your C"
2025-04-28 19:01:20,USO,LONG,0.0015,-1.0873,-355.37,0.2,MARGINAL,sentiment_analysis,"Congressman Gabe Evans is an America First Patriot who is doing a fantastic job representing Colorado???s 8th Congressional District!??A decorated Army Helicopter Pilot and former Police Officer, Gabe"
2025-04-28 12:50:21,UUP,LONG,0.00216,-0.0911,-9.89,0.3,MARGINAL,sentiment_analysis,"Good luck to the Great people of Canada. Elect the man who has the strength and wisdom to cut your taxes in half, increase your military power, for free, to the highest level in the World, have your C"
